id,screen_name,name,location,description,created_at,friends,followers,statuses,favorites
1140451,AntDeRosa,Anthony De Rosa,"Jersey City, NJ",Editor-In-Chief @Circa / anthony@cir.ca / PGP: https://t.co/VcygWH0KEB,Wed Mar 14 05:45:24 +0000 2007,5141,83028,139176,13212
2195241,fmanjoo,Farhad Manjoo,"Palo Alto, CA",I write about technology for the New York Times. Anyone can DM me. I prefer DM PR pitches. farhad.manjoo@nytimes.com,Sun Mar 25 18:25:04 +0000 2007,2241,88700,53218,14304
17815912,mileskahn,Miles Kahn,,"Writer, Director, Daily Show Senior Producer and beard enthusiast.",Tue Dec 02 19:29:15 +0000 2008,981,15640,13346,5417
71627462,JonahNRO,Jonah Goldberg,"Washington, DC","NRO Layabout, Fellow @AEI, LAT & USAT columnist, Fox All-Star. My books: Liberal Fascism & The Tyranny of Clichés: How Liberals Cheat in War of Ideas.",Fri Sep 04 20:16:13 +0000 2009,848,134049,58646,3573
16116288,rolandsmartin,rolandsmartin,"Washington, D.C.","Host/managing editor of TV One's daily morning show, NewsOne Now; senior analyst, Tom Joyner Morning Show; author; international speaker; CEO, Nu Vision Media",Wed Sep 03 17:35:09 +0000 2008,1923,315814,205284,105
16246929,danprimack,danprimack,Boston,"Dan blogs, writes, muses and opines on deals and deal-makers for Fortune. Get his daily email by clicking on the URL.",Thu Sep 11 20:14:45 +0000 2008,2037,46889,26817,6628
25073877,realDonaldTrump,Donald J. Trump,"New York, NY","The official Twitter profile for Donald Trump
http://t.co/jywqWbRP
http://t.co/fY4DbZuC",Wed Mar 18 13:46:38 +0000 2009,65,2806281,23223,53
7452872,edsbs,SPENCER HALL,"Atlanta, GA","Editorial Director, http://t.co/RK1NDY5mbD. Editor, http://t.co/QVsgWsCxI5. https://t.co/8lltN7O4m6",Fri Jul 13 14:14:11 +0000 2007,988,86299,92486,11782
43412697,ClaraJeffery,Clara Jeffery,"ÜT: 37.770364,-122.410351",Co-editor of Mother Jones. Mom. One very tired lady.,Fri May 29 21:22:46 +0000 2009,1169,24712,70787,14833
19847765,sahilkapur,Sahil Kapur,"Washington, D.C.","Senior congressional reporter for @TPM, covering national politics and the Supreme Court. sahil@talkingpointsmemo.com",Sun Feb 01 05:18:57 +0000 2009,449,11607,26084,795
33235771,MiaFarrow,mia farrow,Connecticut,I'm trying.,Sun Apr 19 16:10:21 +0000 2009,377,632724,25613,2374
216299334,piersmorgan,Piers Morgan,"London, Newick, LA. ","'One day you're the cock of the walk, the next a feather duster.'",Tue Nov 16 09:37:44 +0000 2010,999,4374536,60413,22
17375281,7im,Tim Dickinson,PDX,"I cover the National Affairs beat for Rolling Stone 
415tim(*)http://t.co/N8GNSmjjk4. 415'412'0399",Thu Nov 13 23:16:42 +0000 2008,2672,12199,17456,10240
29979814,monaeltahawy,Mona Eltahawy,Cairo/NYC,"Feminist writer/public speaker on Arab & Muslim issues, global feminism. Contributor NYT opinion pages. My book: http://t.co/FI0o8xegEA. Tattoos. #MUFC",Thu Apr 09 13:09:12 +0000 2009,1437,212940,301852,24687
4207961,chrislhayes,Christopher Hayes,Brooklyn,"Host of All In with Chris Hayes on MSNBC, Weeknights at 8pm. Editor at Large at The Nation. Cubs fan.",Wed Apr 11 16:43:58 +0000 2007,751,412418,49362,389
17060020,Max_Fisher,Max Fisher,"Washington, DC",Content Director at @VoxDotCom. I love your real smart idea.,Thu Oct 30 04:30:12 +0000 2008,993,62842,33732,4830
36823,anildash,Anil Dash,"NYC: 40.739069,-73.987082",Cofounder @thinkup @activateinc • Board @stackexchange @data_society @NYTM • Blog at http://t.co/5p9HDWihxe since 1999 • anil at dashes dot com • 646 833-8659,Sat Dec 02 09:15:15 +0000 2006,3045,540269,82825,212203
22084427,robdelaney,rob delaney,London,"Watch CATASTROPHE, the new show @SharonHorgan & I made: http://t.co/jf883HxGnW",Fri Feb 27 00:19:20 +0000 2009,1884,1144374,21941,265010
18686907,davidfrum,David Frum,,"Senior Editor, The Atlantic. Chairman, Policy Exchange. David.Frum(at)theAtlantic(dot)com",Tue Jan 06 18:03:36 +0000 2009,758,105611,25700,3
20508720,ThePlumLineGS,Greg Sargent,,"A blog about politics, politics, and politics",Tue Feb 10 12:04:17 +0000 2009,2620,76108,71765,443
22938645,EricStangel,Eric Stangel,"New York, NY","Longtime Executive Producer/Writer Late Show w/ David Letterman, named 1 of Time's 2011 140 Feeds to Follow. I once beat Mark-Paul Gosselaar in tennis",Thu Mar 05 16:22:15 +0000 2009,1073,139311,19079,1001
12199652,edbott,Ed Bott,1.4 miles high,"Award-winning author/tech journalist. Bearded, sometimes. RTs = nodding, pointing, and/or mwa-ha-ha. Some links include affiliate tags.",Mon Jan 14 01:47:33 +0000 2008,1329,36678,92449,2747
21220931,LukeRussert,Luke Russert,Washington D.C.,Cover Capitol Hill for NBC News. The door's open but the ride ain't free. STA'04/BC'08,Wed Feb 18 18:03:18 +0000 2009,2088,195847,28684,1405
81482674,ditzkoff,Dave Itzkoff,the holy goddam New York Times,"''As a Jew, I'm very judgmental. 
As a street Jew, doubly so.'' 
  --Sidney Lumet",Sun Oct 11 01:11:07 +0000 2009,900,37854,14747,16277
21035409,michaelianblack,Michael Ian Black,,"Fox News terrorism analyst, former CIA",Mon Feb 16 22:15:15 +0000 2009,511,1949263,35600,772
22891564,chrisgeidner,Chris Geidner,"Washington, D.C.",Legal Editor @BuzzFeedNews. LGBT and criminal justice news and more. Law Dork. Buckeye. Tips? chris.geidner@buzzfeed.com,Thu Mar 05 06:48:00 +0000 2009,3593,32176,126961,29200
15731368,HowardKurtz,HowardKurtz,Washington D.C.,"Media guy, Fox News host and commentator, author, ex-ink-stained wretch",Tue Aug 05 02:49:06 +0000 2008,173,134723,12952,38
174110843,jonlovett,Jon Lovett,,Writer of presidential speeches and creator of short-lived sitcoms. Mostly water.,Tue Aug 03 03:41:01 +0000 2010,683,34636,7670,3009
14940354,nycjim,Jim Roberts,"iPhone: 40.751663,-73.989670","Executive editor & chief content officer of @Mashable; full-time student of the news, lover of social media & long-time follower of the Grateful Dead.",Thu May 29 03:01:14 +0000 2008,1652,158019,74158,6056
16246688,drewmagary,Drew Magary,USA,"Deadspin Columnist. GQ Correspondent. Author of The Postmortal, Someone Could Get Hurt, and The Rover. World's tenderest lover.",Thu Sep 11 19:58:07 +0000 2008,278,100678,26982,5
44787537,DanAmira,Dan Amira,"Brooklyn, New York",Daily Show writer. RT = Randy Travis. All opinions expressed here reflect the views of Randy Travis. iamdanamira@gmail.com,Fri Jun 05 01:32:10 +0000 2009,1305,12132,11505,1413
15220768,DavidCornDC,David Corn,"Washington, DC","DC editor of Mother Jones, MSNBC analyst & author of the new book, SHOWDOWN: The Inside Story of How Obama Fought Back Against Boehner, Cantor & the Tea Party",Tue Jun 24 15:58:28 +0000 2008,970,179898,35655,60
50325797,chucktodd,Chuck Todd,"Washington, DC","Moderator of @meetthepress and @nbcnews political director; Covering politics since '92; And, yes, I tweet about sports too.",Wed Jun 24 14:53:20 +0000 2009,1448,468238,40143,39
156783075,zackbeauchamp,Zack Beauchamp,D.C.,World Correspondent at @voxdotcom. Formerly of @thinkprogress and @sullydish. The suspendered avenger: http://t.co/8j307B8VSy,Thu Jun 17 22:55:42 +0000 2010,999,6874,24707,2237
14326805,TinaDupuy,Tina Dupuy,"New York, New York","Frustrated paleontologist, realized freelance journalist. I have a syndicated column in newspapers and I don't have to explain my RTs to you.",Mon Apr 07 20:48:35 +0000 2008,3531,12249,13503,721
76118161,KevinWGlass,Kevin W. Glass,"Washington, D.C.",Manage-Edits for @townhallcom. Headblogs for @bloggingheads. Loves liquid calories.,Mon Sep 21 19:33:21 +0000 2009,342,3756,42538,1262
47448886,JeffreyGoldberg,Jeffrey Goldberg,"Washington, D.C.","National Correspondent, The Atlantic http://t.co/rEgQTclYQT",Mon Jun 15 21:24:25 +0000 2009,987,68910,26320,1349
19190572,ExumAM,Andrew Exum,D.C. via Château Nooga,Raised in the woods so's I knew ev'ry tree. Tweeting in a personal capacity. RTs & links ≠ endorsements.,Mon Jan 19 16:54:39 +0000 2009,399,29133,47970,2
845743333,JoyceCarolOates,Joyce Carol Oates,,Author,Tue Sep 25 15:36:17 +0000 2012,72,116238,10994,32
41159876,grossdm,Daniel Gross,"Westport, Ct/New York","Executive Editor, Strategy + Business. Author of books. Writer of columns at Slate, DailyBeast, Newsweek, Yahoo!. Purveyor of one-liners.",Tue May 19 17:16:27 +0000 2009,989,24033,11341,90
17212434,jonathanwald,Jonathan Wald,"I run @CNNTonight, tonight. ","Maybe I'm just too demanding. Maybe I'm just like my father, too bold.",Thu Nov 06 15:08:26 +0000 2008,798,19744,36359,2557
18172905,rickklein,Rick Klein,"Washington, DC","Political director @ABC. Husband, father, baseball card collector. Co-host #TopLine & Capital Games podcast.",Tue Dec 16 21:12:28 +0000 2008,3565,80124,53713,2
22341769,VonniMediaMogul,Javonni Brustow,"Washington, DC","Urban Conservative, Editor of @PopGlitz1 @MogulPundit | @CTGHQ & Examiner Writer, Media Consultant | A @VM3Media brand #Inquiries info@VM3Media.com",Sun Mar 01 07:45:08 +0000 2009,93903,115248,242107,4381
16031927,greta,Greta Van Susteren,"Washington, DC",HOST of ON THE RECORD at 7pm eastern / FOX NEWS CHANNEL and retweets are just retweets...a retweet does not mean I agree or disagree....I am merely retweeting,Thu Aug 28 20:04:54 +0000 2008,1587,525256,69146,70
21316253,ZekeJMiller,Zeke Miller,"Washington, DC","Political Reporter @TIME, Justin Bieber Immigration Law Expert. Email: zekejmiller@gmail.com Links&RTs≠Endorsements",Thu Feb 19 17:01:16 +0000 2009,4551,63868,118403,2
139823781,BetteMidler,Bette Midler,"New York, NY","Pensive nymph, hausfrau and Martyr.",Mon May 03 20:00:36 +0000 2010,104,684387,5149,60
21348880,Timodc,Tim Miller,"ÜT: 38.912236,-77.026297","Comms for @JebBush, Co-Founder @AmericaRising. I should leave it alone but you're not right. All the usual Twitter profile disclaimers apply here.",Thu Feb 19 22:49:47 +0000 2009,1114,12274,26776,3868
308233424,politicoroger,Roger Simon,"Washington, DC","Chief Political Columnist for Politico: Sometimes in error, but never in doubt.",Tue May 31 01:57:55 +0000 2011,1637,35255,17550,950
47739450,ByronYork,Byron York,"Washington, D.C.","Chief political correspondent, Washington Examiner, Fox News contributor, author of The Vast Left Wing Conspiracy",Tue Jun 16 20:38:05 +0000 2009,907,130991,21651,3
46442771,thisisjendoll,Jen Doll,New York,"Writer, @mental_floss contributing editor. My first book, Save the Date, is out now from Penguin/Riverhead. Photo by Sarah Shatz. jen(at)mentalfloss(dot)com",Thu Jun 11 17:46:23 +0000 2009,1522,10911,39553,7537
50769180,IngrahamAngle,Laura Ingraham,DC,"Tweets written by Laura are signed --LI. The Laura Ingraham Show broadcasts live weekdays at 9am ET.  Listen live, join Laura365 http://t.co/jYqXT9c5",Thu Jun 25 21:03:25 +0000 2009,297,512873,17758,52
311129949,FeldmanAdam,Adam Feldman,"New York, New York","Time Out New York theater and cabaret critic, Drama Critics' Circle president, Duplex addict, recalcitrant humanist, wiseacre. Be gentle.",Sat Jun 04 23:15:02 +0000 2011,847,7354,11794,2019
15638615,nprmonkeysee,Linda Holmes,"Washington, DC","Writer at NPR's pop culture blog, Monkey See; host of NPR's Pop Culture Happy Hour. Formerly of Television Without Pity.",Mon Jul 28 22:29:07 +0000 2008,417,62247,49389,19
1717291,pkedrosky,Paul Kedrosky,"2,450 m","Partner at SK Ventures. Bloomberg contributing editor. 
Lapsed golf course maintenance guy. Previously enigmatic.",Wed Mar 21 06:12:18 +0000 2007,318,289624,28305,4
59159771,KatrinaNation,Katrina vandenHeuvel,New York,The Nation magazine Editor and Publisher,Wed Jul 22 15:47:11 +0000 2009,24573,119682,56567,34
19329393,PerezHilton,Perez Hilton,"New York City, New York","Perez Hilton is a proud dad! He's also the creator of one of the most famous websites in the world. For booking inquiries, email Bookings@PerezHilton.com",Thu Jan 22 06:47:48 +0000 2009,721,5865304,238180,57169
105891984,BenStandig,Ben Standig,In my car,"Wizards, NCAA hoops @CSNwashington. Fantasy football thinker. NFL mock draft champ. AP freelancer. Once lost on Stump the Schwab. Rockin & Rollin & whatnot.",Sun Jan 17 21:06:19 +0000 2010,852,3818,54165,357
327577091,JustinWolfers,Justin Wolfers,"Washington, DC","Senior Fellow, Peterson Institute for International Economics | Professor @UMichEcon & @FordSchool | Contributing Columnist @NYTimes",Fri Jul 01 20:01:28 +0000 2011,569,76815,17914,7691
258885469,nickconfessore,Nick Confessore,,"Political reporter for The New York Times. Retweets = death threats. Yes, I do look a little like Pete Campbell in this picture.",Mon Feb 28 18:27:35 +0000 2011,995,52349,24979,154
87271106,BCAppelbaum,Binyamin Appelbaum,"Washington, DC",Washington correspondent for The New York Times. bappelbaum@nytimes.com,Tue Nov 03 20:10:35 +0000 2009,666,26799,13161,344
436925910,AlecMacGillis,Alec MacGillis,,"Write for Slate. Ex-TNR, WaPo, BaltSun. Proud native of Pittsfield, MA & resident of Baltimore. Author of The Cynic (S&S). amacgillis [at] gmail [dot] com",Wed Dec 14 19:05:49 +0000 2011,3152,16604,15857,395
19307505,SuzyWelch,Suzy Welch,,"Love Jesus, Jack, my kids, and dogs. Also, books, business, music, politics, TV, and running. OK, fine, I love everything.",Wed Jan 21 20:57:34 +0000 2009,908,38047,6269,911
11640472,anamariecox,Ana Marie Cox,"Minneapolis, MN","You can, you should, and if you’re brave enough to start, you will.",Sat Dec 29 20:44:54 +0000 2007,2043,1302970,45430,110
14529929,jaketapper,Jake Tapper,,CNN Anchor and Chief Washington Correspondent. Dissecting my tweets with Talmudic meticulousness will result in wrong conclusions. RTs do not = endorsement.,Fri Apr 25 17:23:28 +0000 2008,3770,383969,92483,114
16787084,EdMorrissey,Ed Morrissey,Minneapolis,"Catholic. Husband. Father & grandfather. Bald. Undisputed Grand Master of the Sistine Selfie. Member of Catholic Press Association. Senior editor, HotAir",Wed Oct 15 16:57:09 +0000 2008,873,42139,76556,18
225235528,AnonyOps,Anonymous,"Behind you, USA","This headless hydra supports whistleblowers, a free press,  women, and is trans-inclusive.",Sat Dec 11 02:06:01 +0000 2010,1172,335615,40987,2773
138416662,mattzollerseitz,Matt Zoller Seitz,"Brooklyn, NY",New York Magazine. http://t.co/FHozueHdVt. THE GRAND BUDAPEST HOTEL book. http://t.co/jnkF9W15YE,Thu Apr 29 13:49:59 +0000 2010,1844,33926,60636,2684
19062153,stacyherbert,Stacy Herbert,On Air,"Keiser Report:  Markets, Finance, Scandal!",Fri Jan 16 10:54:09 +0000 2009,1224,47496,69120,9462
15441965,AriMelber,Ari Melber,ari@msnbc.com,"MSNBC Anchor, Attorney, Writer || Law, Policy, Politics || Series: http://t.co/nPqKVjCuVG",Tue Jul 15 15:57:23 +0000 2008,2864,75292,31688,811
3002408230,alexanderiburns,Alex Burns,,,Wed Jan 28 00:29:11 +0000 2015,0,0,0,0
18549724,carlbildt,Carl Bildt,,"Entrepreneur in future and peace.
Before that most other things.
På svenska på @cbildt.",Fri Jan 02 10:14:07 +0000 2009,1940,390555,9915,366
16076032,ggreenwald,Glenn Greenwald,,"Journalist with @The_Intercept - author, No Place to Hide - dog/animal fanatic - email/PGP public key (https://t.co/uJnK90oulZ)",Mon Sep 01 03:13:32 +0000 2008,999,475938,53796,69
50149303,pareene,alex pareene,Brooklyn,"Senior Updog Editor, Gawker Media",Wed Jun 24 00:08:50 +0000 2009,999,52022,24025,17619
9942272,anylaurie16,Laurie Kilmartin,LA,Joke writer. Comedian. Future Buddhist. CONAN: http://t.co/FMyX3iWdKq Book: Sh*tty Mom http://t.co/d38NAhG2b5 anylaurie16 at http://t.co/N8GNSmAmm4,Sun Nov 04 16:34:30 +0000 2007,1139,40650,9486,11455
335972576,OccupyWallStNYC,Occupy Wall Street,"Wall Street, NYC","Occupying Wall Street since Sep 17, 2011. Standing with the global #Occupy movement. About our team: http://t.co/7SfBMRuTjZ #OWS",Fri Jul 15 15:02:12 +0000 2011,7060,189339,54268,1968
175378976,ChrisWarcraft,Chris Warcraft,With Carmen Sandiego.,Words go in this space.,Fri Aug 06 12:53:42 +0000 2010,69,196093,22118,1
340613443,RonanFarrow,Ronan Farrow,,"Reporter, MSNBC/NBC. Fmr undiplomatic diplomat, State Dept. Bad lawyer. Watch @RonanDaily 1pm MSNBC. http://t.co/eVmD8H9tYw | http://t.co/Qnbi9FF9VA",Sat Jul 23 00:15:26 +0000 2011,1352,276457,5040,5827
14465607,AHMalcolm,Andrew Malcolm,"Los Angeles USA, #TCOT",Political news & commentary from Andrew Malcolm of Investor's Business Daily. (formerly Top of the Ticket @ latimestot),Mon Apr 21 19:09:03 +0000 2008,95452,146434,38435,3402
207841795,MrChuckMartin,Chuck Martin,Los Angeles,"Comedian. Writer. Director. Arrested Development, Bee Movie, Academy Awards. On tour with Jerry Seinfeld.",Tue Oct 26 04:00:42 +0000 2010,236,5487,3756,4283
127375220,BeckyGMartinez,Rebecca Martinez,,Prof Women's/Gender Studies. Fulbright. Ford. Anthropologist. Forthcoming book: Cultural politics cervical cancer. 1st step on path 2 violence is dehumanization,Mon Mar 29 00:50:46 +0000 2010,3719,3393,37009,12662
6392972,ASE,Ahmed Shihab-Eldin,,palestinian by blood. american by birth. kuwaiti by nationality. egyptian by upbringing. austrian by adolescence. curious by nature. lover by design.,Mon May 28 19:54:18 +0000 2007,3436,44531,69247,19897
20759034,markmackinnon,Mark MacKinnon,London,"Senior International Correspondent for The Globe and Mail. Based in London. Before: Beijing, Middle East, Moscow. Author of The New Cold War.",Fri Feb 13 09:31:23 +0000 2009,4786,39733,26700,1
14046504,conor64,Conor Friedersdorf,,"Staff writer at The Atlantic, founding editor of The Best of Journalism http://t.co/QlRVyzTg",Wed Feb 27 04:26:06 +0000 2008,932,24058,19060,28
139162440,pattonoswalt,Patton Oswalt,Los Angeles,Mr. Oswalt is a former wedding deejay from Northern Virginia.,Sat May 01 19:00:10 +0000 2010,1906,2059143,19364,9970
96444937,Justin_Stangel,Justin Stangel,NY,"My name is Justin Stangel. Longtime executive producer/writer at Late Show w/ David Letterman, Soccer Mom, Persian Pop Priestess",Sat Dec 12 23:54:59 +0000 2009,675,69333,15135,87
273542042,therealroseanne,Roseanne Barr,The Universe,"Follow me on Vine @therealroseanne
http://t.co/j9kZKLGlpY",Mon Mar 28 17:57:00 +0000 2011,3114,271801,129296,82847
542756846,neetzan,Neetzan Zimmerman,NYCLA,"Senior Director, Audience & Strategy @TheHill; formerly Editor of the Internet @Gawker, EIC @Whisper; et in Arcadia ego; verified in @margarita's heart",Sun Apr 01 18:33:48 +0000 2012,459,6385,10194,4407
18909534,mpoindc,Mike O'Brien,"Washington, D.C.","I talk here about music, sports, food and issues important to equipment manufacturers. Views are mine only. Email me: mobrien@aem.org #goblue",Mon Jan 12 18:25:26 +0000 2009,688,19028,38277,236
15147397,birbigs,Mike Birbiglia,,History always retweets itself.,Tue Jun 17 16:27:25 +0000 2008,405,405089,11335,21011
7848802,thegarance,Garance Franke-Ruta,"Washington, D.C.","Washington Editor, @YahooNews. Your early warning system. Politics, media, breaking.",Tue Jul 31 14:27:09 +0000 2007,5093,40079,48302,1513
41019773,brianjameswalsh,Brian Walsh,Washington D.C. ,Former House/Senate/Campaign Flack & a conservative who likes winning.,Tue May 19 01:13:20 +0000 2009,1844,7610,12307,925
15816595,radleybalko,Radley Balko,"Nashville, TN","Writer/reporter/blogger for the Washington Post. Author of the book, Rise of the Warrior Cop.",Tue Aug 12 01:08:06 +0000 2008,1178,35618,29369,2657
15976697,michellemalkin,Michelle Malkin,USA,Little brown woman with a big mouth. Old Media ink-stained wretch. New Media entrepreneur. Addict of Cookie Butter and coffee. #MAGLALANG #COS #godblessamerica,Mon Aug 25 02:52:07 +0000 2008,14281,796802,49972,8639
