created_at,description,favorites,followers,friends,id,location,name,party,screen_name,statuses
Sat Aug 30 17:00:58 +0000 2008,Senator from Arizona,8.0,25241.0,208.0,16056306.0,"Mesa, AZ",Jeff Flake,gop,JeffFlake,1135.0
Wed Aug 06 03:07:06 +0000 2008,Proud to represent Florida in the United States Senate.,6.0,680646.0,2726.0,15745368.0,US of A,Marco Rubio,gop,marcorubio,1864.0
Tue May 20 13:57:21 +0000 2008,Twitter feed for U.S. Senator Lindsey Graham of South Carolina.,0.0,67995.0,2187.0,14845376.0,"Washington, DC",Lindsey Graham,gop,GrahamBlog,3728.0
Thu Feb 07 19:52:55 +0000 2008,It is an honor to represent Texas in the US Senate.,32.0,64284.0,9579.0,13218102.0,"Austin, Texas",JohnCornyn,gop,JohnCornyn,15358.0
Sun Dec 30 05:52:03 +0000 2007,Serving the people of Montana in the U.S. Senate.,5.0,4138.0,528.0,11651202.0,"Bozeman, MT",Steve Daines,gop,SteveDaines,1090.0
Mon Nov 26 15:17:02 +0000 2007,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. 
Also follow @GrassleyOffice for news releases.",10.0,83571.0,14576.0,10615232.0,Iowa,ChuckGrassley,gop,ChuckGrassley,3419.0
Fri Apr 27 16:05:52 +0000 2007,Representing Arkansas in the U.S. Senate.  Contact Info: 202-224-4843,4.0,21883.0,543.0,5558312.0,Arkansas,Senator John Boozman,gop,JohnBoozman,1567.0
Wed Jan 14 16:24:31 +0000 2015,The House Small Business Committee is fighting to support the growth of American entrepreneurs and small businesses.,141.0,579.0,677.0,2978291435.0,"Washington, D.C.",House Small Business,gop,HouseSmallBiz,129.0
Tue Jan 13 15:44:28 +0000 2015,"Official account for Congresswoman Mia Love, Utah's 4th District",1.0,1211.0,13.0,2976598347.0,"Saratoga Springs, UT",Rep. Mia Love,gop,RepMiaLove,32.0
Mon Jan 12 00:33:43 +0000 2015,Proudly serving Georgia's 1st Congressional District,7.0,346.0,86.0,2973870195.0,,Buddy Carter,gop,RepBuddyCarter,49.0
Wed Jan 07 21:51:49 +0000 2015,The official Twitter account of Rep. John Katko.  Proudly representing New York's 24th Congressional District.,3.0,543.0,70.0,2966765501.0,"Syracuse, New York",John Katko,gop,RepJohnKatko,33.0
Wed Jan 07 21:24:35 +0000 2015,Proudly serving the Fifth District of Oklahoma in Congress.,2.0,252.0,61.0,2966758114.0,Fifth District of Oklahoma,Rep. Steve Russell,gop,USRepRussell,24.0
Wed Jan 07 16:20:28 +0000 2015,Member of the U.S. Congress - Representing the 6th District of North Carolina,58.0,811.0,854.0,2966205003.0,,Rep. Mark Walker,gop,RepMarkWalker,78.0
Tue Jan 06 22:59:49 +0000 2015,Official Account Of Iowa's 1st District Congressman Rod Blum #IA01,12.0,802.0,375.0,2965083477.0,Northeast Iowa,Congressman Rod Blum,gop,RepRodBlum,47.0
Tue Jan 06 20:39:37 +0000 2015,Honored to represent the people of Arizona's Second Congressional District in the U.S House of Representatives.,0.0,755.0,185.0,2964949642.0,Southern Arizona,Martha McSally,gop,RepMcSally,70.0
Tue Jan 06 19:55:08 +0000 2015,,0.0,421.0,43.0,2964877294.0,IL-12 Congressional District ,Rep. Mike Bost,gop,RepBost,90.0
Tue Jan 06 14:45:18 +0000 2015,Proudly representing Georgia's 12th Congressional District,1.0,318.0,60.0,2964287128.0,"Augusta, GA and Washington, DC",Rick W. Allen,gop,RepRickAllen,43.0
Tue Jan 06 14:08:31 +0000 2015,Representing Nevada's 4th Congressional District - 702.912.1634 or 202.225.9894,11.0,517.0,125.0,2964222544.0,,Rep. Cresent Hardy,gop,RepHardy,44.0
Tue Jan 06 04:27:18 +0000 2015,"San Antonio native, @TAMU grad, former CIA undercover agent, cybersecurity expert, Chair of IT Subcommittee on @GOPOversight, also on @HouseHomeland",47.0,795.0,212.0,2963445730.0,#TX23,Rep. Will Hurd,gop,HurdOnTheHill,112.0
Mon Jan 05 23:22:19 +0000 2015,Congressman for New Jersey's Third Congressional District,0.0,405.0,42.0,2962994194.0,,Tom MacArthur,gop,RepTomMacArthur,36.0
Mon Jan 05 23:01:54 +0000 2015,"Proudly representing Louisiana's 5th District. Rural family physician, veteran, farmer, pilot, former veterinarian, husband, father & grandfather.",0.0,368.0,87.0,2962891515.0,,Rep. Ralph Abraham ,gop,RepAbraham,25.0
Mon Jan 05 22:17:51 +0000 2015,"Official Twitter Account for Congresswoman Elise Stefanik, proudly representing New York's 21st District.",0.0,1078.0,119.0,2962813893.0,,Rep. Elise Stefanik,gop,RepStefanik,96.0
Wed Dec 31 23:54:58 +0000 2014,Official account for Rep French Hill.  Ninth generation Arkansan and Little Rock businessman proudly representing Arkansas's Second Congressional District. #AR2,3.0,644.0,423.0,2953974395.0,"Washington, DC",French Hill,gop,RepFrenchHill,67.0
Wed Dec 31 22:38:23 +0000 2014,"U.S. Rep. for PA's 6th Congressional District including portions of Berks, Chester, Lebanon & Montgomery Counties. @Transport & @HouseVetAffairs Committees",0.0,482.0,202.0,2953922782.0,PA-06 ,Rep. Ryan Costello ,gop,RepRyanCostello,78.0
Wed Dec 31 20:52:52 +0000 2014,I'm honored to represent the people of West Virginia's 3rd Congressional District in the 114th Congress.,1.0,743.0,376.0,2953713339.0,West Virginia,Rep. Evan Jenkins,gop,RepEvanJenkins,69.0
Wed Dec 31 17:32:01 +0000 2014,Congressman from Montana. Former Navy SEAL Commander.,6.0,1045.0,689.0,2953494478.0,Montana,Ryan Zinke,gop,RepRyanZinke,143.0
Tue Dec 30 17:51:24 +0000 2014,Official Twitter Page of Congressman Garret Graves (LA06),0.0,85.0,11.0,2951574214.0,"Washington, D.C.",Rep. Garret Graves,gop,RepGarretGraves,13.0
Sat Dec 20 15:03:37 +0000 2014,Honored To Represent Virginia’s 10th Congressional District. Attorney • Legislator • Mom,3.0,763.0,460.0,2933760046.0,Virginia's 10th CD,Barbara Comstock,gop,RepComstock,142.0
Fri Dec 19 21:32:47 +0000 2014,Proudly serving Maine's Second Congressional District,1.0,583.0,151.0,2932617195.0,,Rep. Bruce Poliquin,gop,RepPoliquin,141.0
Thu Dec 18 20:19:23 +0000 2014,Proud to represent Washington's 4th District in the U.S. Congress,2.0,418.0,250.0,2930635215.0,,Rep Dan Newhouse,gop,RepNewhouse,60.0
Thu Dec 18 13:28:53 +0000 2014,"Husband, father of 5, grandfather of 11, veteran, dentist, former mayor, and proud Texan serving the people of Texas' 36th District in the U.S. Congress.",3.0,489.0,331.0,2929491549.0,,Brian Babin,gop,RepBrianBabin,48.0
Wed Dec 10 22:19:34 +0000 2014,Official account for Congressman Mike Bishop #MI08. Serving on @HouseJudiciary and @EdWorkforce Committees.,13.0,625.0,209.0,2914571740.0,"Rochester, MI",Mike Bishop,gop,RepMikeBishop,79.0
Wed Dec 10 21:44:52 +0000 2014,"Husband, father, hockey fan, and Congressman for Minnesota's 6th District.",0.0,739.0,89.0,2914515430.0,"Otsego, MN | Washington, D.C.",Tom Emmer,gop,RepTomEmmer,67.0
Wed Dec 10 18:53:17 +0000 2014,"Rep. Barry Loudermilk represents Georgia's 11th Congressional District, which includes all of Bartow and Cherokee counties and portions of Cobb and Fulton.",21.0,467.0,29.0,2914163523.0,,Barry Loudermilk,gop,RepLoudermilk,41.0
Sun Nov 09 22:42:17 +0000 2014,U.S. Representative for Michigan's 11th Congressional District.,0.0,388.0,53.0,2869746172.0,,Rep. Dave Trott,gop,repdavetrott,38.0
Thu Nov 06 20:07:27 +0000 2014,"Congressman-Elect for California's 25th Congressional District. I want to hear from you--praise, criticize, discuss the issues of the day, or request help.",0.0,263.0,321.0,2864384387.0,CA 25th Congressional District,Steve Knight,gop,RepSteveKnight,66.0
Wed Nov 05 14:49:30 +0000 2014,Husband. Father. Proudly represent the wonderful people of Colorado CD-04.,11.0,589.0,244.0,2862577383.0," Windsor, CO | Washington, DC",Congressman Ken Buck,gop,RepKenBuck,126.0
Tue Nov 04 22:58:38 +0000 2014,Proudly serving the people of Alabama's 6th Congressional District.,4.0,637.0,263.0,2861616083.0,,Gary Palmer,gop,USRepGaryPalmer,71.0
Fri Oct 31 14:01:43 +0000 2014,"Representing Florida's 26th Congressional District, Husband, Dad, Catholic, Son of Cuban exiles, GOP, UM gradx2, Belen Jesuit",47.0,892.0,72.0,2853309155.0,,Rep. Carlos Curbelo ,gop,RepCurbelo,52.0
Fri Oct 31 03:57:48 +0000 2014,Congressman for Arkansas's Fourth Congressional District,3.0,774.0,674.0,2852998461.0,"Hot Springs, Arkansas",Rep. Bruce Westerman,gop,RepWesterman,288.0
Wed Aug 20 19:25:47 +0000 2014,Official Twitter of U.S. Congressman Lee Zeldin of New York's 1st Congressional District.,10.0,429.0,272.0,2750127259.0,,Lee Zeldin,gop,RepLeeZeldin,31.0
Wed Aug 13 19:15:51 +0000 2014,Member of Congress (FL-19),3.0,1070.0,53.0,2730150631.0,"Bonita Springs, FL",Rep. Curt Clawson,gop,RepCurtClawson,215.0
Thu Jul 31 21:09:14 +0000 2014,Representing Michigan's Fourth Congressional District. This is the Twitter page of the official House office.,0.0,376.0,75.0,2696643955.0,,Rep. John Moolenaar,gop,RepMoolenaar,36.0
Wed May 07 12:35:31 +0000 2014,Proudly representing Florida's 13th District and the people of Pinellas County in the U.S. House.,153.0,977.0,115.0,2482022082.0,"Indian Shores, FL",David Jolly,gop,USRepDavidJolly,497.0
Mon Mar 10 21:01:47 +0000 2014,"U.S. Representative for the Seventh Congressional District of Georgia, and serving as Chairman of the Republican Study Committee (RSC).",13.0,425.0,288.0,2382685057.0,"Lawrenceville, GA; Wash., D.C.",Rob Woodall,gop,RepRobWoodall,77.0
Thu Dec 19 19:42:18 +0000 2013,I am proud to represent Alabama's First Congressional District in the U.S. House of Representatives.,101.0,3442.0,2220.0,2253968388.0,Southwest Alabama,Rep. Bradley Byrne,gop,RepByrne,2668.0
Thu Sep 26 14:37:17 +0000 2013,Fighting for conservative values in Washington while representing the people of Kentucky's 2nd Congressional District.*Official account,52.0,1103.0,500.0,1908143071.0,Kentucky's Second District,Rep. Brett Guthrie,gop,RepGuthrie,412.0
Mon Sep 09 19:53:08 +0000 2013,All information released is from Rep. Luetkemeyer or his media shop to keep you up-to-date with the Congressman and his work.,94.0,1388.0,179.0,1849261916.0,Missouri's 3rd District,Blaine Luetkemeyer,gop,RepBlainePress,796.0
Fri Jul 26 16:13:03 +0000 2013,Honored to represent the families of Missouri's 8th Congressional District in the United States House of Representatives.,14.0,2755.0,757.0,1623308912.0,MO-08,Rep. Jason Smith,gop,RepJasonSmith,1718.0
Tue Jun 11 01:55:44 +0000 2013,Proudly representing South Carolina's First Congressional District.,9.0,1626.0,224.0,1499993378.0,SC-01,Mark Sanford,gop,RepSanfordSC,143.0
Mon May 20 15:02:21 +0000 2013,"Representing Missouri’s 7th District in the United States Congress

Member of the House Energy and Commerce Committee",1.0,2369.0,1261.0,1444015610.0,,U.S. Rep. Billy Long,gop,USRepLong,2709.0
Fri Apr 26 14:05:13 +0000 2013,Proudly serving the 11th Congressional District of New Jersey in the U.S. House of Representatives.,0.0,1534.0,100.0,1382011333.0,,Rodney Frelinghuysen,gop,USRepRodney,272.0
Wed Apr 03 15:54:29 +0000 2013,"Illinois State Representative, 115th House District",0.0,754.0,30.0,1324891934.0,"Murphysboro, IL",Mike Bost,gop,RepMikeBost,39.0
Tue Mar 26 21:04:26 +0000 2013,Representing California’s 50th District,3.0,3735.0,244.0,1305596696.0,,Rep. Duncan Hunter,gop,Rep_Hunter,260.0
Fri Mar 22 18:03:53 +0000 2013,"Proud to represent the 4th Congressional District of New Jersey

https://t.co/dYj7YzIRtq",3.0,2850.0,58.0,1289319271.0,,Rep. Chris Smith,gop,RepChrisSmith,263.0
Fri Feb 22 18:10:47 +0000 2013,Serving as House Majority Whip and representing LA-01. Follow me on Facebook: http://t.co/mIQZ2Jh9Gt and Instagram: http://t.co/5wuWc45xvq,59.0,10969.0,3399.0,1209417007.0,"Jefferson, LA",Rep. Steve Scalise,gop,SteveScalise,2240.0
Wed Feb 06 21:51:36 +0000 2013,Thank you for visiting my official Twitter account. I proudly represent and serve Pennsylvania's Twelfth Congressional District.,91.0,2415.0,477.0,1155212191.0,,Keith Rothfus,gop,KeithRothfus,2980.0
Tue Jan 29 19:25:24 +0000 2013,Established 1813 | Chairman @RepGoodlatte,206.0,3226.0,374.0,1131917492.0,"Washington, D.C.",House Judiciary Cmte,gop,HouseJudiciary,2888.0
Mon Jan 28 16:19:14 +0000 2013,Proudly Representing California's 21st Congressional District.,14.0,2878.0,211.0,1128514404.0,"Hanford, California",Rep. David Valadao,gop,RepDavidValadao,432.0
Tue Jan 15 17:33:38 +0000 2013,Congressman Jim Bridenstine has the honor of serving Oklahoma's First Congressional District.,173.0,15649.0,2729.0,1092757885.0,,Jim Bridenstine,gop,RepJBridenstine,1272.0
Mon Jan 14 15:29:49 +0000 2013,Honored to represent Kentucky's Sixth Congressional District.  Fighting to get Kentuckians back to work and restore fiscal responsibility to Washington,110.0,5223.0,1118.0,1089334250.0,"Lexington, KY",Rep. Andy Barr,gop,RepAndyBarr,1727.0
Thu Jan 10 19:21:22 +0000 2013,I am honored to represent the 25th Congressional District of Texas. Member of @FinancialCmte.,10.0,2266.0,517.0,1077446982.0,Central Texas,Rep. Roger Williams,gop,RepRWilliams,990.0
Wed Jan 09 17:43:44 +0000 2013,Twenty-six year retired @USMC Colonel serving as a United States Congressman from California's 8th Congressional District. Join the conversation #CA08 #Semperfi,55.0,2916.0,1037.0,1074412920.0,"Apple Valley, California ",Rep. Paul Cook,gop,RepPaulCook,884.0
Wed Jan 09 15:30:38 +0000 2013,Serving the good people of Indiana’s 5th District in Congress.,2.0,4616.0,312.0,1074101017.0,,Susan W. Brooks ,gop,SusanWBrooks,793.0
Wed Jan 09 00:05:57 +0000 2013,Proudly representing the 5th District of #AZ in Congress #AZ05 Visit my page at http://t.co/eZcoaxUDKb,25.0,6314.0,2535.0,1072382221.0,,Matt Salmon,gop,RepMattSalmon,2188.0
Tue Jan 08 21:08:19 +0000 2013,Representing Utah's 2nd Congressional District. Visit my Facebook page: http://t.co/F9msTv1EVM,120.0,3167.0,571.0,1072008757.0,Utah and DC,Rep. Chris Stewart,gop,RepChrisStewart,1109.0
Tue Jan 08 20:25:18 +0000 2013,Representing Florida's 3rd Congressional District; large animal veterinarian; conservative business owner; Member of @HFACRepublicans & @HouseAgNews Committees,0.0,4201.0,327.0,1071900114.0,,Ted Yoho,gop,RepTedYoho,433.0
Mon Jan 07 20:07:58 +0000 2013,"Representing California's First District including Siskiyou, Shasta, Tehama, Butte, Glenn, Modoc, Lassen, Plumas, Sierra, Nevada and Placer Counties",0.0,2185.0,884.0,1069124515.0,Northern California,Rep. Doug LaMalfa,gop,RepLaMalfa,247.0
Sun Jan 06 15:41:40 +0000 2013,Representing Indiana's Second Congressional District,425.0,4087.0,689.0,1065995022.0,,Jackie Walorski,gop,RepWalorski,1984.0
Fri Jan 04 20:01:32 +0000 2013,Congressman Jeff Miller represents Florida's First Congressional District.  He serves as Chairman of the House VA Committee.,10.0,1520.0,28.0,1061292174.0,"Chumuckla, FL/Washington, D.C.",Rep. Jeff Miller,gop,RepJeffMiller,201.0
Fri Jan 04 13:43:55 +0000 2013,"Working for Georgia's 9th Congressional District. Find me @HouseJudiciary, @GOPOversight, @HouseForeign Committees in session, beautiful #GA09 all other times.",48.0,3610.0,661.0,1060487274.0,"Gainesville, Georgia",Doug Collins,gop,RepDougCollins,1382.0
Fri Jan 04 12:43:55 +0000 2013,Father of five. Small business owner. Honored to represent Oklahoma’s conservative values in Congress.,0.0,4617.0,1070.0,1060370282.0,Oklahoma,Markwayne Mullin,gop,RepMullin,1198.0
Thu Jan 03 21:20:17 +0000 2013,The Official Twitter account for Congressman DeSantis. Proudly representing Florida's 6th District. Stay connected through Facebook at http://t.co/WKpKHHXK!,30.0,5882.0,1435.0,1058807868.0,,Ron DeSantis,gop,RepDeSantis,1412.0
Thu Jan 03 18:27:36 +0000 2013,"Official Twitter account for Congressman George Holding, representing North Carolina's 13th Congressional District.",0.0,4222.0,260.0,1058460818.0,, George Holding,gop,RepHolding,530.0
